%"X_grid","Y_grid","Soiltype"
214862.500000,6641862.500000,70
214862.500000,6641887.500000,70
214862.500000,6641912.500000,70
214862.500000,6641937.500000,70
214862.500000,6641962.500000,70
214862.500000,6641987.500000,70
214862.500000,6642012.500000,70
214862.500000,6642037.500000,70
214862.500000,6642062.500000,70
214862.500000,6642087.500000,70
214862.500000,6642112.500000,70
214862.500000,6642137.500000,20
214862.500000,6642162.500000,20
214862.500000,6642187.500000,20
214862.500000,6642212.500000,20
214862.500000,6642237.500000,20
214862.500000,6642262.500000,20
214862.500000,6642287.500000,20
214862.500000,6642312.500000,20
214862.500000,6642337.500000,20
214862.500000,6642362.500000,20
214862.500000,6642387.500000,20
214862.500000,6642412.500000,20
214862.500000,6642437.500000,20
214862.500000,6642462.500000,20
214862.500000,6642487.500000,20
214862.500000,6642512.500000,70
214862.500000,6642537.500000,70
214862.500000,6642562.500000,70
214862.500000,6642587.500000,42
214862.500000,6642612.500000,42
214862.500000,6642637.500000,42
214862.500000,6642662.500000,42
214862.500000,6642687.500000,42
214862.500000,6642712.500000,42
214862.500000,6642737.500000,42
214862.500000,6642762.500000,70
214862.500000,6642787.500000,70
214862.500000,6642812.500000,70
214862.500000,6642837.500000,70
214862.500000,6642862.500000,70
214862.500000,6642887.500000,70
214862.500000,6642912.500000,70
214862.500000,6642937.500000,70
214862.500000,6642962.500000,70
214862.500000,6642987.500000,70
214862.500000,6643012.500000,70
214862.500000,6643037.500000,70
214862.500000,6643062.500000,70
214862.500000,6643087.500000,70
214862.500000,6643112.500000,70
214862.500000,6643137.500000,70
214862.500000,6643162.500000,70
214862.500000,6643187.500000,70
214862.500000,6643212.500000,70
214862.500000,6643237.500000,70
214862.500000,6643262.500000,70
214862.500000,6643287.500000,41
214862.500000,6643312.500000,41
214862.500000,6643337.500000,41
214862.500000,6643362.500000,41
214862.500000,6643387.500000,41
214862.500000,6643412.500000,41
214862.500000,6643437.500000,41
214862.500000,6643462.500000,41
214862.500000,6643487.500000,41
214862.500000,6643512.500000,41
214862.500000,6643537.500000,41
214862.500000,6643562.500000,41
214862.500000,6643587.500000,41
214862.500000,6643612.500000,41
214862.500000,6643637.500000,41
214862.500000,6643662.500000,41
214862.500000,6643687.500000,41
214862.500000,6643712.500000,43
214862.500000,6643737.500000,43
214862.500000,6643762.500000,43
214862.500000,6643787.500000,43
214862.500000,6643812.500000,43
214862.500000,6643837.500000,43
214862.500000,6643862.500000,43
214862.500000,6643887.500000,43
214862.500000,6643912.500000,43
214862.500000,6643937.500000,43
214862.500000,6643962.500000,43
214862.500000,6643987.500000,130
214862.500000,6644012.500000,130
214862.500000,6644037.500000,41
214862.500000,6644062.500000,41
214862.500000,6644087.500000,41
214862.500000,6644112.500000,41
214862.500000,6644137.500000,41
214862.500000,6644162.500000,41
214862.500000,6644187.500000,41
214862.500000,6644212.500000,41
214862.500000,6644237.500000,43
214862.500000,6644262.500000,43
214862.500000,6644287.500000,43
214862.500000,6644312.500000,43
214862.500000,6644337.500000,43
214862.500000,6644362.500000,43
214862.500000,6644387.500000,43
214862.500000,6644412.500000,43
214862.500000,6644437.500000,43
214862.500000,6644462.500000,43
214862.500000,6644487.500000,43
214862.500000,6644512.500000,43
214862.500000,6644537.500000,43
214862.500000,6644562.500000,43
214862.500000,6644587.500000,43
214862.500000,6644612.500000,43
214862.500000,6644637.500000,43
214862.500000,6644662.500000,43
214862.500000,6644687.500000,41
214887.500000,6637562.500000,50
214887.500000,6637587.500000,50
214887.500000,6637612.500000,50
214887.500000,6637637.500000,50
214887.500000,6637662.500000,50
214887.500000,6637687.500000,50
214887.500000,6637712.500000,50
214887.500000,6637737.500000,50
214887.500000,6637762.500000,50
214887.500000,6637787.500000,41
214887.500000,6637812.500000,41
214887.500000,6637837.500000,41
214887.500000,6637862.500000,41
214887.500000,6637887.500000,41
214887.500000,6637912.500000,41
214887.500000,6637937.500000,41
214887.500000,6637962.500000,41
214887.500000,6637987.500000,41
214887.500000,6638012.500000,41
214887.500000,6638037.500000,41
214887.500000,6638062.500000,70
214887.500000,6638087.500000,70
214887.500000,6638112.500000,70
214887.500000,6638137.500000,70
214887.500000,6638162.500000,70
214887.500000,6638187.500000,70
214887.500000,6638212.500000,70
214887.500000,6638237.500000,70
214887.500000,6638262.500000,70
214887.500000,6638287.500000,70
214887.500000,6638312.500000,41
214887.500000,6638337.500000,41
214887.500000,6638362.500000,41
214887.500000,6638387.500000,41
214887.500000,6638412.500000,42
214887.500000,6638437.500000,42
214887.500000,6638462.500000,42
214887.500000,6638487.500000,20
214887.500000,6638512.500000,20
214887.500000,6638537.500000,20
214887.500000,6638562.500000,20
214887.500000,6638587.500000,20
214887.500000,6638612.500000,20
214887.500000,6638637.500000,70
214887.500000,6638662.500000,70
214887.500000,6638687.500000,70
214887.500000,6638712.500000,70
214887.500000,6638737.500000,70
214887.500000,6638762.500000,70
214887.500000,6638787.500000,12
214887.500000,6638812.500000,12
214887.500000,6638837.500000,12
214887.500000,6638862.500000,12
214887.500000,6638887.500000,12
214887.500000,6638912.500000,70
214887.500000,6638937.500000,70
214887.500000,6638962.500000,70
214887.500000,6638987.500000,70
214887.500000,6639012.500000,70
214887.500000,6639037.500000,70
214887.500000,6639062.500000,70
214887.500000,6639087.500000,70
214887.500000,6639112.500000,70
214887.500000,6639137.500000,70
214887.500000,6639162.500000,70
214887.500000,6639187.500000,70
214887.500000,6639212.500000,70
214887.500000,6639237.500000,70
214887.500000,6639262.500000,70
214887.500000,6639287.500000,70
214887.500000,6639312.500000,70
214887.500000,6639337.500000,70
214887.500000,6639362.500000,20
214887.500000,6639387.500000,20
214887.500000,6639412.500000,20
214887.500000,6639437.500000,20
214887.500000,6639462.500000,20
214887.500000,6639487.500000,20
214887.500000,6639512.500000,20
214887.500000,6639537.500000,20
214887.500000,6639562.500000,20
214887.500000,6639587.500000,70
214887.500000,6639612.500000,70
214887.500000,6639637.500000,70
214887.500000,6639662.500000,70
214887.500000,6639687.500000,70
214887.500000,6639712.500000,70
214887.500000,6639737.500000,70
214887.500000,6639762.500000,70
214887.500000,6639787.500000,70
214887.500000,6639812.500000,41
214887.500000,6639837.500000,41
214887.500000,6639862.500000,41
214887.500000,6639887.500000,41
214887.500000,6639912.500000,41
214887.500000,6639937.500000,41
214887.500000,6639962.500000,70
214887.500000,6639987.500000,70
214887.500000,6640012.500000,70
214887.500000,6640037.500000,70
214887.500000,6640062.500000,70
214887.500000,6640087.500000,70
214887.500000,6640112.500000,130
214887.500000,6640137.500000,130
214887.500000,6640162.500000,130
214887.500000,6640187.500000,12
214887.500000,6640212.500000,12
214887.500000,6640237.500000,12
214887.500000,6640262.500000,70
214887.500000,6640287.500000,70
214887.500000,6640312.500000,70
214887.500000,6640337.500000,70
214887.500000,6640362.500000,130
214887.500000,6640387.500000,130
214887.500000,6640412.500000,130
214887.500000,6640437.500000,130
214887.500000,6640462.500000,130
214887.500000,6640487.500000,130
214887.500000,6640512.500000,130
214887.500000,6640537.500000,130
214887.500000,6640562.500000,130
214887.500000,6640587.500000,130
214887.500000,6640612.500000,130
214887.500000,6640637.500000,130
214887.500000,6640662.500000,130
214887.500000,6640687.500000,130
214887.500000,6640712.500000,130
214887.500000,6640737.500000,130
214887.500000,6640762.500000,130
214887.500000,6640787.500000,130
214887.500000,6640812.500000,130
214887.500000,6640837.500000,130
214887.500000,6640862.500000,130
214887.500000,6640887.500000,130
214887.500000,6640912.500000,130
214887.500000,6640937.500000,130
214887.500000,6640962.500000,130
214887.500000,6640987.500000,130
214887.500000,6641012.500000,130
214887.500000,6641037.500000,130
214887.500000,6641062.500000,130
214887.500000,6641087.500000,130
214887.500000,6641112.500000,70
214887.500000,6641137.500000,70
214887.500000,6641162.500000,70
214887.500000,6641187.500000,130
214887.500000,6641212.500000,130
214887.500000,6641237.500000,130
214887.500000,6641262.500000,70
214887.500000,6641287.500000,70
214887.500000,6641312.500000,70
214887.500000,6641337.500000,70
214887.500000,6641362.500000,70
214887.500000,6641387.500000,70
214887.500000,6641412.500000,70
214887.500000,6641437.500000,70
214887.500000,6641462.500000,70
214887.500000,6641487.500000,70
214887.500000,6641512.500000,70
214887.500000,6641537.500000,70
214887.500000,6641562.500000,70
214887.500000,6641587.500000,70
214887.500000,6641612.500000,70
214887.500000,6641637.500000,70
214887.500000,6641662.500000,70
214887.500000,6641687.500000,70
214887.500000,6641712.500000,130
214887.500000,6641737.500000,130
214887.500000,6641762.500000,130
214887.500000,6641787.500000,130
214887.500000,6641812.500000,130
214887.500000,6641837.500000,70
214887.500000,6641862.500000,70
214887.500000,6641887.500000,70
214887.500000,6641912.500000,70
214887.500000,6641937.500000,70
214887.500000,6641962.500000,70
214887.500000,6641987.500000,70
214887.500000,6642012.500000,70
214887.500000,6642037.500000,70
214887.500000,6642062.500000,70
214887.500000,6642087.500000,70
214887.500000,6642112.500000,70
214887.500000,6642137.500000,70
214887.500000,6642162.500000,70
214887.500000,6642187.500000,20
214887.500000,6642212.500000,20
214887.500000,6642237.500000,20
214887.500000,6642262.500000,20
214887.500000,6642287.500000,20
214887.500000,6642312.500000,20
214887.500000,6642337.500000,20
214887.500000,6642362.500000,20
214887.500000,6642387.500000,20
214887.500000,6642412.500000,20
214887.500000,6642437.500000,20
214887.500000,6642462.500000,70
214887.500000,6642487.500000,70
214887.500000,6642512.500000,70
214887.500000,6642537.500000,70
214887.500000,6642562.500000,70
214887.500000,6642587.500000,70
214887.500000,6642612.500000,70
214887.500000,6642637.500000,70
214887.500000,6642662.500000,70
214887.500000,6642687.500000,70
214887.500000,6642712.500000,70
214887.500000,6642737.500000,70
214887.500000,6642762.500000,70
214887.500000,6642787.500000,70
214887.500000,6642812.500000,70
214887.500000,6642837.500000,70
214887.500000,6642862.500000,70
214887.500000,6642887.500000,70
214887.500000,6642912.500000,70
214887.500000,6642937.500000,70
214887.500000,6642962.500000,70
214887.500000,6642987.500000,70
214887.500000,6643012.500000,70
214887.500000,6643037.500000,70
214887.500000,6643062.500000,70
214887.500000,6643087.500000,70
214887.500000,6643112.500000,70
214887.500000,6643137.500000,70
214887.500000,6643162.500000,70
214887.500000,6643187.500000,70
214887.500000,6643212.500000,70
214887.500000,6643237.500000,70
214887.500000,6643262.500000,70
214887.500000,6643287.500000,41
214887.500000,6643312.500000,41
214887.500000,6643337.500000,41
214887.500000,6643362.500000,41
214887.500000,6643387.500000,41
214887.500000,6643412.500000,41
214887.500000,6643437.500000,41
214887.500000,6643462.500000,41
214887.500000,6643487.500000,41
214887.500000,6643512.500000,41
214887.500000,6643537.500000,41
214887.500000,6643562.500000,41
214887.500000,6643587.500000,41
214887.500000,6643612.500000,41
214887.500000,6643637.500000,41
214887.500000,6643662.500000,41
214887.500000,6643687.500000,41
214887.500000,6643712.500000,41
214887.500000,6643737.500000,41
214887.500000,6643762.500000,43
214887.500000,6643787.500000,43
214887.500000,6643812.500000,43
214887.500000,6643837.500000,43
214887.500000,6643862.500000,43
214887.500000,6643887.500000,43
214887.500000,6643912.500000,43
214887.500000,6643937.500000,43
214887.500000,6643962.500000,43
214887.500000,6643987.500000,43
214887.500000,6644012.500000,43
214887.500000,6644037.500000,130
214887.500000,6644062.500000,41
214887.500000,6644087.500000,41
214887.500000,6644112.500000,41
214887.500000,6644137.500000,41
214887.500000,6644162.500000,41
214887.500000,6644187.500000,41
214887.500000,6644212.500000,41
214887.500000,6644237.500000,41
214887.500000,6644262.500000,43
214887.500000,6644287.500000,43
214887.500000,6644312.500000,43
214887.500000,6644337.500000,43
214887.500000,6644362.500000,43
214887.500000,6644387.500000,43
214887.500000,6644412.500000,43
214887.500000,6644437.500000,43
214887.500000,6644462.500000,43
214887.500000,6644487.500000,43
214887.500000,6644512.500000,43
214887.500000,6644537.500000,43
214887.500000,6644562.500000,43
214887.500000,6644587.500000,43
214887.500000,6644612.500000,43
214887.500000,6644637.500000,43
214887.500000,6644662.500000,43
214887.500000,6644687.500000,43
214912.500000,6637562.500000,50
214912.500000,6637587.500000,50
214912.500000,6637612.500000,50
214912.500000,6637637.500000,50
214912.500000,6637662.500000,50
214912.500000,6637687.500000,50
214912.500000,6637712.500000,50
214912.500000,6637737.500000,50
214912.500000,6637762.500000,41
214912.500000,6637787.500000,41
214912.500000,6637812.500000,41
214912.500000,6637837.500000,41
214912.500000,6637862.500000,41
214912.500000,6637887.500000,41
214912.500000,6637912.500000,41
214912.500000,6637937.500000,41
214912.500000,6637962.500000,41
214912.500000,6637987.500000,41
214912.500000,6638012.500000,70
214912.500000,6638037.500000,70
214912.500000,6638062.500000,70
214912.500000,6638087.500000,70
214912.500000,6638112.500000,70
214912.500000,6638137.500000,70
214912.500000,6638162.500000,70
214912.500000,6638187.500000,70
